12,0.0,0.1
17,0.0,0.1
23,0.0,0.1
29,0.0,0.1
34,0.0,0.3
40,0.0,0.3
45,0.0,0.3
50,0.0,0.3
55,0.0,0.3
60,0.0,0.4
66,0.0,0.4
71,0.0,0.4
76,0.0,0.6
81,0.0,0.6
86,0.0,0.7
91,0.0,0.7
96,0.0,0.7
101,0.0,0.8
107,0.0,0.8
113,0.0,0.8
118,0.0,0.8
124,0.0,0.8
130,0.0,1.0
135,0.0,1.0
140,0.0,1.1
146,0.0,1.1
151,0.0,1.1
156,0.0,1.2
161,0.0,1.2
166,0.0,1.4
171,0.0,1.4
176,0.0,1.4
182,0.0,1.4
187,0.0,1.4
192,0.0,1.5
197,0.0,1.5
202,0.0,1.5
207,0.0,1.7
213,0.0,1.7
218,0.0,1.8
224,0.0,1.8
230,0.0,1.9
235,0.0,1.9
241,0.0,2.0
247,0.0,2.0
252,0.0,2.1
257,0.0,2.1
262,0.0,2.3
267,0.0,2.3
273,0.0,2.3
278,0.0,2.5
283,0.0,2.5
288,0.0,2.5
293,0.0,2.7
298,0.0,2.7
304,0.0,2.7
309,0.0,2.7
314,0.0,2.7
320,0.0,2.9
325,0.0,2.9
331,0.0,3.0
337,0.0,3.0
342,0.0,3.1
348,0.0,3.1
354,0.0,3.1
359,0.0,3.1
364,0.0,3.1
369,0.0,3.1
374,0.0,3.3
379,0.0,3.3
384,0.0,3.3
390,0.0,3.3
395,0.0,3.3
400,0.0,3.3
405,0.0,3.5
410,0.0,3.5
415,0.0,3.6
421,0.0,3.6
426,0.0,3.6
431,0.0,3.7
437,0.0,3.7
443,0.0,3.7
448,0.0,3.7
454,0.0,3.9
460,0.0,3.9
465,0.0,3.9
470,0.0,4.0
475,0.0,4.0
480,0.0,4.0
486,0.0,4.0
491,0.0,4.0
496,0.0,4.2
501,0.0,4.2
506,0.0,4.2
511,0.0,4.4
516,0.0,4.4
522,0.0,4.5
527,0.0,4.5
532,0.0,4.5
537,0.0,4.6
543,0.0,4.6
548,0.0,4.6
554,0.0,4.7
560,0.0,4.7
565,0.0,4.8
571,0.0,4.8
576,0.0,4.8
581,0.0,4.9
586,0.0,4.9
591,0.0,5.0
596,0.0,5.0
601,0.0,5.1
606,0.0,5.1
612,0.0,5.2
617,0.0,5.2
622,0.0,5.3
627,0.0,5.3
632,0.0,5.3
637,0.0,5.5
643,0.0,5.5
648,0.0,5.6
654,0.0,5.6
659,0.0,5.6
665,0.0,5.6
670,0.0,5.8
676,0.0,5.8
681,0.0,5.9
686,0.0,5.9
691,0.0,5.9
696,0.0,6.1
701,0.0,6.1
706,0.0,6.2
712,0.0,6.2
717,0.0,6.2
722,0.0,6.2
727,0.0,6.2
732,0.0,6.2
737,0.0,6.4
743,0.0,6.4
748,0.0,6.5
753,0.0,6.5
759,0.0,6.5
764,0.0,6.6
769,0.0,6.6
774,0.0,6.8
780,0.0,6.8
785,0.0,6.8
790,0.0,6.9
795,0.0,6.9
800,0.0,6.9
805,0.0,7.0
811,0.0,7.0
816,0.0,7.0
821,0.0,7.0
826,0.0,7.0
831,0.0,7.1
836,0.0,7.1
842,0.0,7.1
847,0.0,7.3
853,0.0,7.3
858,0.0,7.4
864,0.0,7.4
869,0.0,7.5
875,0.0,7.5
880,0.0,7.6
886,0.0,7.6
891,0.0,7.7
897,0.0,7.7
903,0.0,7.7
908,0.0,7.7
914,0.0,7.7
920,0.0,7.8
925,0.0,7.8
931,0.0,7.9
937,0.0,7.9
942,0.0,8.1
948,0.0,8.1
953,0.0,8.1
959,0.0,8.1
965,0.0,8.1
970,0.0,8.2
976,0.0,8.2
981,0.0,8.3
987,0.0,8.3
993,0.0,8.3
998,0.0,8.4
1004,0.0,8.4
1009,0.0,8.5
1015,0.0,8.5
1020,0.0,8.5
1025,0.0,8.5
1031,0.0,8.5
1036,0.0,8.7
1042,0.0,8.7
1047,0.0,8.7
1053,0.0,8.7
1059,0.0,8.8
1064,0.0,8.8
1070,0.0,8.8
1076,0.0,8.9
1081,0.0,9.0
1087,0.0,9.0
1093,0.0,9.0
1098,0.0,9.1
1104,0.0,9.1
1110,0.0,9.1
1115,0.0,9.1
1120,0.0,9.3
1125,0.0,9.3
1131,0.0,9.4
1136,0.0,9.4
1142,0.0,9.4
1148,0.0,9.5
1153,0.0,9.5
1159,0.0,9.7
1165,0.0,9.7
1170,0.0,9.7
1176,0.0,9.8
1181,0.0,9.8
1187,0.0,9.9
1192,0.0,9.9
1198,0.0,10.0
1203,0.0,10.0
1209,0.0,10.1
1215,0.0,10.1
1220,0.0,10.1
1226,0.0,10.3
1232,0.0,10.3
