12,0.0,0.0
17,0.0,0.0
23,0.0,0.0
29,0.0,0.0
34,0.0,0.0
40,0.0,0.0
45,0.0,0.0
50,0.0,0.0
55,0.0,0.0
60,0.0,0.0
66,0.0,0.0
71,0.2,0.0
76,0.4,0.0
81,0.6,0.0
86,0.7,0.0
91,0.8,0.0
96,0.9,0.0
101,0.9,0.0
107,1.0,0.0
113,1.0,0.0
118,1.1,0.0
124,1.1,0.0
130,1.2,0.0
135,1.2,0.0
140,1.2,0.0
145,1.3,0.0
151,1.3,0.0
156,1.3,0.0
161,1.4,0.0
166,1.4,0.0
171,1.4,0.0
176,1.5,0.0
182,1.5,0.0
187,1.5,0.0
192,1.5,0.0
197,1.6,0.0
202,1.6,0.0
207,1.6,0.0
213,1.6,0.0
218,1.6,0.0
224,1.6,0.0
230,1.7,0.0
235,1.7,0.0
241,1.7,0.0
247,1.7,0.0
252,1.7,0.0
257,1.7,0.0
262,1.8,0.0
267,1.8,0.0
273,1.8,0.0
278,1.8,0.0
283,1.8,0.0
288,1.8,0.0
293,1.8,0.0
298,1.8,0.0
304,1.9,0.0
309,1.9,0.0
314,1.9,0.0
320,1.9,0.0
325,1.9,0.0
331,1.9,0.0
337,1.9,0.0
342,1.9,0.0
348,1.9,0.0
354,1.9,0.0
359,1.9,0.0
364,1.9,0.0
369,1.9,0.0
374,2.0,0.0
379,2.0,0.0
384,2.0,0.0
390,2.0,0.0
395,2.0,0.0
400,2.0,0.0
405,2.0,0.0
410,2.0,0.0
415,2.0,0.0
421,2.0,0.0
426,2.0,0.0
431,2.0,0.0
437,2.0,0.0
443,2.0,0.0
448,2.0,0.0
454,2.0,0.0
460,2.0,0.0
465,2.0,0.0
470,2.0,0.0
475,2.0,0.0
480,2.0,0.0
486,2.0,0.0
491,2.0,0.0
496,2.0,0.0
501,2.0,0.0
506,2.0,0.0
511,2.0,0.0
516,2.0,0.0
522,2.0,0.0
527,2.0,0.0
532,2.0,0.0
537,2.0,0.0
543,2.0,0.0
548,2.0,0.0
554,2.0,0.0
560,2.0,0.0
565,2.0,0.0
571,2.0,0.0
576,2.0,0.0
581,2.0,0.0
586,2.0,0.0
591,2.0,0.0
596,2.0,0.0
601,2.0,0.0
606,2.0,0.0
612,2.0,0.0
617,2.0,0.0
622,2.0,0.0
627,2.0,0.0
632,2.0,0.0
637,2.0,0.0
643,2.0,0.0
648,2.0,0.0
654,2.1,0.0
659,2.1,0.0
665,2.1,0.0
670,2.1,0.0
676,2.1,0.0
681,2.1,0.0
686,2.1,0.0
691,2.1,0.0
696,2.1,0.0
701,2.1,0.0
706,2.1,0.0
712,2.1,0.0
717,2.1,0.0
722,2.1,0.0
727,2.1,0.0
732,2.1,0.0
737,2.1,0.0
743,2.1,0.0
748,2.1,0.0
753,2.1,0.0
759,2.1,0.0
764,2.1,0.0
769,2.1,0.0
774,2.1,0.0
780,2.1,0.0
785,2.1,0.0
790,2.1,0.0
795,2.1,0.0
800,2.1,0.0
805,2.1,0.0
811,2.1,0.0
816,2.1,0.0
821,2.1,0.0
826,2.1,0.0
831,2.1,0.0
836,2.1,0.0
842,2.1,0.0
847,2.4,0.0
853,3.0,0.0
858,3.6,0.0
864,4.2,0.0
869,4.8,0.0
875,5.4,0.0
880,6.0,0.0
886,6.5,0.0
891,7.1,0.0
897,7.7,0.0
903,8.2,0.0
908,8.6,0.0
914,9.2,0.0
920,9.7,0.0
925,10.3,0.0
931,10.8,0.0
937,11.3,0.0
942,11.8,0.0
948,12.3,0.0
953,12.8,0.0
959,13.3,0.0
965,13.8,0.0
970,14.3,0.0
976,14.7,0.0
981,15.1,0.0
987,15.6,0.0
993,16.1,0.0
998,16.5,0.0
1004,17.0,0.0
1009,17.4,0.0
1015,17.8,0.0
1020,18.3,0.0
1025,18.7,0.0
1031,19.1,0.0
1036,19.5,0.0
1042,19.9,0.0
1047,20.4,0.0
1053,20.8,0.0
1059,21.2,0.0
1064,21.6,0.0
1070,22.0,0.0
1076,22.3,0.0
1081,22.6,0.0
1087,22.9,0.0
1093,23.2,0.0
1098,23.6,0.0
1104,24.0,0.0
1110,24.4,0.0
1115,24.7,0.0
1120,25.1,0.0
1125,25.4,0.0
1131,25.8,0.0
1136,26.1,0.0
1142,26.5,0.0
1148,26.8,0.0
1153,27.2,0.0
1159,27.5,0.0
1165,27.9,0.0
1170,28.2,0.0
1176,28.5,0.0
1181,28.8,0.0
1187,29.2,0.0
1192,29.5,0.0
1198,29.8,0.0
1203,30.1,0.0
1209,30.4,0.0
1215,30.7,0.0
1220,31.0,0.0
1226,31.1,0.0
1232,31.3,0.0
